,text,sentiment
473, what a pity youtube is currently blocked in china   i can't see the vids  ,0
474, what happened to your show it was the hightlight of my life ,0
475,this is the best leather sofa in the world   it's in the office though which means i'm still here working ,0
476,still  more days until my internet gets uncapped ,0
477,if he doesn't get better in a few days  he could have something lodged in his belly ,0
478,i love my atekinzz so much   amp  amp  i soo miss her   ,0
479,i wanna sneak into the zoo and play with the kitties ,0
480, oh no  hope you're not getting sick too ,0
481, i dont think i can cause its my cousins birthday party ,0
482,our sweet little man just fell asleep while waiting up for daddy and big brother to get home   poor baby  he missed them so much today ,0
483,the angel is going to miss the athlete this weekend ,0
484,trust is hard ,0
485,have watched that considering today  yaknow  shawnna tomomorrow i need my bestfriend ,0
486,grr i want to keep reading but if i do i wont have anything left to read ,0
487,atekinzz  where in the world are you   ,0
488, no  u supposed to be my date ,0
489,pears  amp  brie  bottle of cabernet  and  quot win a date with tad hamilton quot     oh gawwd my life flashed forward to when i'm  with my  cats ,0
490,crap  i need more dresses too  ,0
491, yeah  i know  it was horrible     ugh  saddening  ,0
492, geez ur no fun are you ,0
493,i wanna be in a punk rock band again ,0
494, that's a lot of angst for a tuesday afternoon ,0
495,i'm very glad britney isn't crazy anymore  that was one hell of a show  now i'm sad that it's over   next up   ap at cook county ,0
496,has a huge headache  omg i feel like crap  ,0
